common_name,breeding_verified,breeding_indirect,transient,winter_verified,winter_present,aab_url,order_desc,order,family,genus,species,similar_species
American Dipper,true,false,false,true,false,http://www.allaboutbirds.org/guide/american_dipper/id,Perching Birds,PASSERIFORMES,CINCLIDAE,Cinclus,mexicanus,""
Golden-crowned Kinglet,true,false,false,true,false,http://www.allaboutbirds.org/guide/goldencrowned_kinglet/id,Perching Birds,PASSERIFORMES,REGULIDAE,Regulus,satrapa,Ruby-crowned Kinglet
Ruby-crowned Kinglet,true,false,false,true,false,http://www.allaboutbirds.org/guide/rubycrowned_kinglet/id,Perching Birds,PASSERIFORMES,REGULIDAE,Regulus,calendula,"Golden-crowned Kinglet, Hutton's Vireo"
Eastern Bluebird,true,false,false,true,false,http://www.allaboutbirds.org/guide/eastern_bluebird/id,Perching Birds,PASSERIFORMES,TURDIDAE,Sialia,sialis,"Black-throated Blue Warbler, Blue Jay, Western Bluebird, Indigo Bunting, Lazuli Bunting, Mountain Bluebird"
Western Bluebird,true,false,false,false,true,http://www.allaboutbirds.org/guide/western_bluebird/id,Perching Birds,PASSERIFORMES,TURDIDAE,Sialia,mexicana,"Mountain Bluebird, Eastern Bluebird"
Mountain Bluebird,true,false,false,false,true,http://www.allaboutbirds.org/guide/mountain_bluebird/id,Perching Birds,PASSERIFORMES,TURDIDAE,Sialia,currucoides,"Eastern Bluebird, Western Bluebird"
Townsend’s Solitaire,true,false,false,true,false,http://www.allaboutbirds.org/guide/townsends_solitaire/id,Perching Birds,PASSERIFORMES,TURDIDAE,Myadestes,townsendi,Mountain Bluebird
Veery,true,false,false,false,false,http://www.allaboutbirds.org/guide/veery/id,Perching Birds,PASSERIFORMES,TURDIDAE,Catharus,fuscescens,Swainson's Thrush
Gray-cheeked Thrush,false,false,true,false,false,http://www.allaboutbirds.org/guide/graycheeked_thrush/id,Perching Birds,PASSERIFORMES,TURDIDAE,Catharus,minimus,""
Swainson’s Thrush,true,false,false,false,false,http://www.allaboutbirds.org/guide/swainsons_thrush/id,Perching Birds,PASSERIFORMES,TURDIDAE,Catharus,ustulatus,"Hermit Thrush, Gray-cheeked Thrush, Veery, Wood Thrush"
Hermit Thrush,true,false,false,false,true,http://www.allaboutbirds.org/guide/hermit_thrush/id,Perching Birds,PASSERIFORMES,TURDIDAE,Catharus,guttatus,"Swainson's Thrush, Veery, Gray-cheeked Thrush, Wood Thrush"
Wood Thrush,false,false,true,false,false,http://www.allaboutbirds.org/guide/wood_thrush/id,Perching Birds,PASSERIFORMES,TURDIDAE,Hylocichla,mustelina,"American Robin, Hermit Thrush, Ovenbird, Swainson's Thrush"
American Robin,true,false,false,true,false,http://www.allaboutbirds.org/guide/american_robin/id,Perching Birds,PASSERIFORMES,TURDIDAE,Turdus,migratorius,"Eastern Bluebird, Eastern Towhee, Orchard Oriole, Say's Phoebe, Varied Thrush, Vermilion Flycatcher, Wood Thrush"
Varied Thrush,true,false,false,true,false,http://www.allaboutbirds.org/guide/varied_thrush/id,Perching Birds,PASSERIFORMES,TURDIDAE,Ixoreus,naevius,American Robin
Gray Catbird,true,false,false,false,true,http://www.allaboutbirds.org/guide/gray_catbird/id,Perching Birds,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,"Blue-gray Gnatcatcher, Brown-headed Cowbird, Northern Mockingbird, Phainopepla, Townsend's Solitaire"
Northern Mockingbird,true,false,false,true,false,http://www.allaboutbirds.org/guide/northern_mockingbird/id,Perching Birds,PASSERIFORMES,MIMIDAE,Mimus,polyglottos,"Loggerhead Shrike, Northern Shrike, Blue-gray Gnatcatcher, Townsend's Solitaire, Gray Catbird"
Sage Thrasher,true,false,false,false,false,http://www.allaboutbirds.org/guide/sage_thrasher/id,Perching Birds,PASSERIFORMES,MIMIDAE,Oreoscoptes,montanus,""
Brown Thrasher,true,false,false,true,false,http://www.allaboutbirds.org/guide/brown_thrasher/id,Perching Birds,PASSERIFORMES,MIMIDAE,Toxostoma,rufum,"Wood Thrush, Long-billed Thrasher"
Curve-billed Thrasher,false,false,true,true,false,http://www.allaboutbirds.org/guide/curvebilled_thrasher/id,Perching Birds,PASSERIFORMES,MIMIDAE,Toxostoma,curvirostre,"Bendire's Thrasher, Crissal Thrasher"
European Starling,true,false,false,true,false,http://www.allaboutbirds.org/guide/european_starling/id,Perching Birds,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,"Brewer's Blackbird, Brown-headed Cowbird, Common Grackle, Rusty Blackbird, Red-winged Blackbird"
Siberian Accentor,false,false,true,true,false,http://www.allaboutbirds.org/guide/siberian_accentor/id,,,,,,""
American Pipit,true,false,false,true,false,http://www.allaboutbirds.org/guide/american_pipit/id,Perching Birds,PASSERIFORMES,MOTACILLIDAE,Anthus,rubescens,"Sprague's Pipit, Vesper Sparrow"
Sprague’s Pipit,true,false,false,false,false,http://www.allaboutbirds.org/guide/spragues_pipit/id,Perching Birds,PASSERIFORMES,MOTACILLIDAE,Anthus,spragueii,""
Bohemian Waxwing,false,true,false,true,false,http://www.allaboutbirds.org/guide/bohemian_waxwing/id,Perching Birds,PASSERIFORMES,BOMBYCILLIDAE,Bombycilla,garrulus,Cedar Waxwing
Cedar Waxwing,true,false,false,true,false,http://www.allaboutbirds.org/guide/cedar_waxwing/id,Perching Birds,PASSERIFORMES,BOMBYCILLIDAE,Bombycilla,cedrorum,Bohemian Waxwing
Lapland Longspur,false,false,true,true,false,http://www.allaboutbirds.org/guide/lapland_longspur/id,Perching Birds,PASSERIFORMES,CALCARIIDAE,Calcarius,lapponicus,""
Chestnut-collared Longspur,true,false,false,false,false,http://www.allaboutbirds.org/guide/chestnutcollared_longspur/id,Perching Birds,PASSERIFORMES,CALCARIIDAE,Calcarius,ornatus,""
Smith’s Longspur,false,false,true,false,false,http://www.allaboutbirds.org/guide/smiths_longspur/id,Perching Birds,PASSERIFORMES,CALCARIIDAE,Calcarius,pictus,""
McCown’s Longspur,true,false,false,false,false,http://www.allaboutbirds.org/guide/mccowns_longspur/id,Perching Birds,PASSERIFORMES,CALCARIIDAE,Rhynchophanes,mccownii,""
Snow Bunting,false,false,true,true,false,http://www.allaboutbirds.org/guide/snow_bunting/id,Perching Birds,PASSERIFORMES,CALCARIIDAE,Plectrophenax,nivalis,""
Ovenbird,true,false,false,false,false,http://www.allaboutbirds.org/guide/ovenbird/id,Perching Birds,PASSERIFORMES,PARULIDAE,Seiurus,aurocapilla,"Northern Waterthrush, Louisiana Waterthrush, Swainson's Thrush, Wood Thrush, Song Sparrow"
Northern Waterthrush,true,false,false,false,false,http://www.allaboutbirds.org/guide/northern_waterthrush/id,Perching Birds,PASSERIFORMES,PARULIDAE,Parkesia,noveboracensis,""
Golden-winged Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/goldenwinged_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Vermivora,chrysoptera,""
Blue-winged Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/bluewinged_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Vermivora,cyanoptera,""
Black-and-White Warbler,true,false,false,false,false,http://www.allaboutbirds.org/guide/blackandwhite_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Mniotilta,varia,Blackpoll Warbler
Prothonotary Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/prothonotary_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Protonotaria,citrea,""
Tennessee Warbler,true,false,false,false,false,http://www.allaboutbirds.org/guide/tennessee_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Oreothlypis,peregrina,""
Orange-crowned Warbler,true,false,false,false,false,http://www.allaboutbirds.org/guide/orangecrowned_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Oreothlypis,celata,"Tennessee Warbler, Yellow Warbler, Philadelphia Vireo, Nashville Warbler, Hutton's Vireo, Common Yellowthroat"
Nashville Warbler,true,false,false,false,false,http://www.allaboutbirds.org/guide/nashville_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Oreothlypis,ruficapilla,""
Connecticut Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/connecticut_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Oporornis,agilis,""
MacGillivray’s Warbler,true,false,false,false,false,http://www.allaboutbirds.org/guide/macgillivrays_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Geothlypis,tolmiei,""
Mourning Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/mourning_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Geothlypis,philadelphia,""
Kentucky Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/kentucky_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Geothlypis,formosa,""
Common Yellowthroat,true,false,false,false,true,http://www.allaboutbirds.org/guide/common_yellowthroat/id,Perching Birds,PASSERIFORMES,PARULIDAE,Geothlypis,trichas,"Connecticut Warbler, Nashville Warbler, American Goldfinch"
Hooded Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/hooded_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,citrina,""
American Redstart,true,false,false,false,false,http://www.allaboutbirds.org/guide/american_redstart/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,ruticilla,"Blackburnian Warbler, Magnolia Warbler, Baltimore Oriole"
Cape May Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/cape_may_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,tigrina,""
Northern Parula,false,false,true,false,false,http://www.allaboutbirds.org/guide/northern_parula/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,americana,""
Magnolia Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/magnolia_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,magnolia,"American Redstart, Canada Warbler, Nashville Warbler, Cape May Warbler"
Bay-breasted Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/baybreasted_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,castanea,""
Blackburnian Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/blackburnian_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,fusca,""
Yellow Warbler,true,false,false,false,false,http://www.allaboutbirds.org/guide/yellow_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,petechia,"Wilson's Warbler, Hooded Warbler, Orange-crowned Warbler, Palm Warbler"
Chestnut-sided Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/chestnutsided_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,pensylvanica,Bay-breasted Warbler
Blackpoll Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/blackpoll_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,striata,"Bay-breasted Warbler, Black-and-white Warbler, Pine Warbler"
Black-throated Blue Warbler,false,false,true,false,true,http://www.allaboutbirds.org/guide/blackthroated_blue_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,caerulescens,Tennessee Warbler
Palm Warbler,false,false,true,false,true,http://www.allaboutbirds.org/guide/palm_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,palmarum,""
Pine Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/pine_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,pinus,"Yellow-throated Vireo, Bay-breasted Warbler, Blackpoll Warbler, Cape May Warbler, Yellow Warbler"
Yellow-rumped Warbler,true,false,false,true,false,http://www.allaboutbirds.org/guide/yellowrumped_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,coronata,"Magnolia Warbler, Yellow-throated Warbler, Black-and-white Warbler"
Yellow-throated Warbler,false,false,true,true,false,http://www.allaboutbirds.org/guide/yellowthroated_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,dominica,""
Prairie Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/prairie_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,discolor,""
Black-throated Gray Warbler,true,false,false,false,true,http://www.allaboutbirds.org/guide/blackthroated_gray_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,nigrescens,""
Townsend’s Warbler,true,false,false,false,false,http://www.allaboutbirds.org/guide/townsends_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,townsendi,""
Black-throated Green Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/blackthroated_green_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Setophaga,virens,"Golden-cheeked Warbler, Townsend's Warbler, Hermit Warbler"
Canada Warbler,false,false,true,false,false,http://www.allaboutbirds.org/guide/canada_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Cardellina,canadensis,""
Wilson’s Warbler,true,false,false,false,false,http://www.allaboutbirds.org/guide/wilsons_warbler/id,Perching Birds,PASSERIFORMES,PARULIDAE,Cardellina,pusilla,""
Painted Redstart,false,false,true,false,false,http://www.allaboutbirds.org/guide/painted_redstart/id,Perching Birds,PASSERIFORMES,PARULIDAE,Myioborus,pictus,""
Yellow-breasted Chat,true,false,false,false,false,http://www.allaboutbirds.org/guide/yellowbreasted_chat/id,Perching Birds,PASSERIFORMES,PARULIDAE,Icteria,virens,Yellow-throated Vireo
Green-tailed Towhee,true,false,false,true,false,http://www.allaboutbirds.org/guide/greentailed_towhee/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Pipilo,chlorurus,""
Spotted Towhee,true,false,false,true,false,http://www.allaboutbirds.org/guide/spotted_towhee/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Pipilo,maculatus,"Bullock's Oriole, Eastern Towhee"
Eastern Towhee,false,false,true,false,false,http://www.allaboutbirds.org/guide/eastern_towhee/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Pipilo,erythrophthalmus,"American Redstart, American Robin, Baltimore Oriole, Spotted Towhee, Dark-eyed Junco"
American Tree Sparrow,false,false,true,true,false,http://www.allaboutbirds.org/guide/american_tree_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Spizella,arborea,"Chipping Sparrow, Field Sparrow, Song Sparrow, Lark Sparrow"
Chipping Sparrow,true,false,false,true,false,http://www.allaboutbirds.org/guide/chipping_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Spizella,passerina,"American Tree Sparrow, Field Sparrow, Lark Sparrow"
Clay-colored Sparrow,true,false,false,false,false,http://www.allaboutbirds.org/guide/claycolored_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Spizella,pallida,Chipping Sparrow
Brewer’s Sparrow,true,false,false,false,false,http://www.allaboutbirds.org/guide/brewers_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Spizella,breweri,""
Field Sparrow,true,false,false,false,false,http://www.allaboutbirds.org/guide/field_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Spizella,pusilla,"Chipping Sparrow, American Tree Sparrow"
Vesper Sparrow,true,false,false,false,true,http://www.allaboutbirds.org/guide/vesper_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Pooecetes,gramineus,"Savannah Sparrow, Song Sparrow, American Pipit"
Lark Sparrow,true,false,false,false,false,http://www.allaboutbirds.org/guide/lark_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Chondestes,grammacus,""
Black-throated Sparrow,false,false,true,false,false,http://www.allaboutbirds.org/guide/blackthroated_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Amphispiza,bilineata,""
Sage Sparrow,true,false,false,false,false,http://www.allaboutbirds.org/guide/sage_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Artemisiospiza,nevadensis,Black-throated Sparrow
Lark Bunting,true,false,false,false,false,http://www.allaboutbirds.org/guide/lark_bunting/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Calamospiza,melanocorys,""
Savannah Sparrow,true,false,false,false,true,http://www.allaboutbirds.org/guide/savannah_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Passerculus,sandwichensis,"Song Sparrow, Vesper Sparrow, White-throated Sparrow, American Pipit"
Grasshopper Sparrow,true,false,false,false,false,http://www.allaboutbirds.org/guide/grasshopper_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Ammodramus,savannarum,""
Baird’s Sparrow,true,false,false,false,false,http://www.allaboutbirds.org/guide/bairds_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Ammodramus,bairdii,""
Le Conte’s Sparrow,true,false,false,false,true,http://www.allaboutbirds.org/guide/le_contes_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Ammodramus,leconteii,""
Nelson’s Sparrow,true,false,false,false,false,http://www.allaboutbirds.org/guide/nelsons_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Ammodramus,nelsoni,""
Fox Sparrow,true,false,false,false,true,http://www.allaboutbirds.org/guide/fox_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Passerella,iliaca,"Song Sparrow, Savannah Sparrow"
Song Sparrow,true,false,false,true,false,http://www.allaboutbirds.org/guide/song_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Melospiza,melodia,"Vesper Sparrow, White-throated Sparrow, Swamp Sparrow, Savannah Sparrow, Fox Sparrow, Lincoln's Sparrow"
Lincoln’s Sparrow,true,false,false,false,true,http://www.allaboutbirds.org/guide/lincolns_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Melospiza,lincolnii,""
Swamp Sparrow,false,false,true,true,false,http://www.allaboutbirds.org/guide/swamp_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Melospiza,georgiana,""
White-throated Sparrow,false,false,true,true,false,http://www.allaboutbirds.org/guide/whitethroated_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Zonotrichia,albicollis,"White-crowned Sparrow, Song Sparrow, Golden-crowned Sparrow"
Harris’s Sparrow,false,false,true,true,false,http://www.allaboutbirds.org/guide/harriss_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Zonotrichia,querula,"House Sparrow, Lapland Longspur"
White-crowned Sparrow,true,false,false,true,false,http://www.allaboutbirds.org/guide/whitecrowned_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Zonotrichia,leucophrys,"White-throated Sparrow, Golden-crowned Sparrow, House Sparrow"
Golden-crowned Sparrow,false,true,false,false,true,http://www.allaboutbirds.org/guide/goldencrowned_sparrow/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Zonotrichia,atricapilla,"White-throated Sparrow, White-crowned Sparrow, Song Sparrow"
Dark-eyed Junco,true,false,false,true,false,http://www.allaboutbirds.org/guide/darkeyed_junco/id,Perching Birds,PASSERIFORMES,EMBERIZIDAE,Junco,hyemalis,"White-throated Sparrow, Black Phoebe, Spotted Towhee"
Summer Tanager,false,false,true,false,false,http://www.allaboutbirds.org/guide/summer_tanager/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Piranga,rubra,"Hepatic Tanager, Scarlet Tanager, Western Tanager"
Scarlet Tanager,false,false,true,false,false,http://www.allaboutbirds.org/guide/scarlet_tanager/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Piranga,olivacea,"Summer Tanager, Western Tanager"
Western Tanager,true,false,false,false,false,http://www.allaboutbirds.org/guide/western_tanager/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Piranga,ludoviciana,Scarlet Tanager
Northern Cardinal,false,false,true,true,false,http://www.allaboutbirds.org/guide/northern_cardinal/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Cardinalis,cardinalis,"Summer Tanager, Vermilion Flycatcher, Scarlet Tanager, Pyrrhuloxia, Phainopepla"
Pyrrhuloxia,false,false,true,false,false,http://www.allaboutbirds.org/guide/pyrrhuloxia/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Cardinalis,sinuatus,Northern Cardinal
Rose-breasted Grosbeak,true,false,false,false,true,http://www.allaboutbirds.org/guide/rosebreasted_grosbeak/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Pheucticus,ludovicianus,"Black-headed Grosbeak, Purple Finch, Red-winged Blackbird"
Black-headed Grosbeak,true,false,false,true,false,http://www.allaboutbirds.org/guide/blackheaded_grosbeak/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Pheucticus,melanocephalus,"Purple Finch, Rose-breasted Grosbeak, Baltimore Oriole"
Blue Grosbeak,true,false,false,false,false,http://www.allaboutbirds.org/guide/blue_grosbeak/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Passerina,caerulea,"Indigo Bunting, Eastern Bluebird, Brown-headed Cowbird, Lazuli Bunting"
Lazuli Bunting,true,false,false,false,false,http://www.allaboutbirds.org/guide/lazuli_bunting/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Passerina,amoena,"Blue Grosbeak, Indigo Bunting, Western Bluebird"
Indigo Bunting,false,true,false,false,false,http://www.allaboutbirds.org/guide/indigo_bunting/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Passerina,cyanea,"Blue Grosbeak, Lazuli Bunting, Painted Bunting, House Sparrow, Eastern Bluebird"
Painted Bunting,false,false,true,false,true,http://www.allaboutbirds.org/guide/painted_bunting/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Passerina,ciris,"Indigo Bunting, Lazuli Bunting"
Dickcissel,true,false,false,false,false,http://www.allaboutbirds.org/guide/dickcissel/id,Perching Birds,PASSERIFORMES,CARDINALIDAE,Spiza,americana,"House Sparrow, Eastern Meadowlark"
Bobolink,true,false,false,false,false,http://www.allaboutbirds.org/guide/bobolink/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Dolichonyx,oryzivorus,"Lark Bunting, Red-winged Blackbird, Grasshopper Sparrow"
Red-winged Blackbird,true,false,false,true,false,http://www.allaboutbirds.org/guide/redwinged_blackbird/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Agelaius,phoeniceus,"Brewer's Blackbird, Song Sparrow, Brown-headed Cowbird, Common Grackle, European Starling"
Eastern Meadowlark,false,false,true,false,false,http://www.allaboutbirds.org/guide/eastern_meadowlark/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Sturnella,magna,"Western Meadowlark, Red-winged Blackbird"
Western Meadowlark,true,false,false,true,false,http://www.allaboutbirds.org/guide/western_meadowlark/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Sturnella,neglecta,"Eastern Meadowlark, Red-winged Blackbird, Yellow-headed Blackbird, Horned Lark"
Yellow-headed Blackbird,true,false,false,true,false,http://www.allaboutbirds.org/guide/yellowheaded_blackbird/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Xanthocephalus,xanthocephalus,Red-winged Blackbird
Rusty Blackbird,false,false,true,true,false,http://www.allaboutbirds.org/guide/rusty_blackbird/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Euphagus,carolinus,"Common Grackle, Red-winged Blackbird, Brown-headed Cowbird, Brewer's Blackbird"
Brewer’s Blackbird,true,false,false,true,false,http://www.allaboutbirds.org/guide/brewers_blackbird/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Euphagus,cyanocephalus,"Brown-headed Cowbird, Common Grackle, Rusty Blackbird, Red-winged Blackbird, European Starling"
Common Grackle,true,false,false,true,false,http://www.allaboutbirds.org/guide/common_grackle/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Quiscalus,quiscula,"American Crow, Boat-tailed Grackle, Brewer's Blackbird, Brown-headed Cowbird, Red-winged Blackbird, European Starling, Great-tailed Grackle"
Great-tailed Grackle,false,true,false,false,false,http://www.allaboutbirds.org/guide/greattailed_grackle/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Quiscalus,mexicanus,"Common Grackle, Boat-tailed Grackle, Brewer's Blackbird, Bronzed Cowbird"
Brown-headed Cowbird,true,false,false,false,true,http://www.allaboutbirds.org/guide/brownheaded_cowbird/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Molothrus,ater,"Bronzed Cowbird, Red-winged Blackbird, Brewer's Blackbird"
Orchard Oriole,true,false,false,false,false,http://www.allaboutbirds.org/guide/orchard_oriole/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Icterus,spurius,"Baltimore Oriole, Hooded Oriole, Scott's Oriole"
Hooded Oriole,false,false,true,false,false,http://www.allaboutbirds.org/guide/hooded_oriole/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Icterus,cucullatus,"Altamira Oriole, Bullock's Oriole, Orchard Oriole"
Bullock’s Oriole,true,false,false,false,true,http://www.allaboutbirds.org/guide/bullocks_oriole/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Icterus,bullockii,"Baltimore Oriole, Hooded Oriole"
Baltimore Oriole,true,false,false,false,false,http://www.allaboutbirds.org/guide/baltimore_oriole/id,Perching Birds,PASSERIFORMES,ICTERIDAE,Icterus,galbula,"Bullock's Oriole, Orchard Oriole, American Robin"
Brambling,false,false,true,true,false,http://www.allaboutbirds.org/guide/brambling/id,,,,,,""
Gray-crowned Rosy-Finch,true,false,false,true,false,http://www.allaboutbirds.org/guide/graycrowned_rosyfinch/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Leucosticte,tephrocotis,""
Black Rosy-Finch,true,false,false,true,false,http://www.allaboutbirds.org/guide/black_rosyfinch/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Leucosticte,atrata,""
Pine Grosbeak,true,false,false,true,false,http://www.allaboutbirds.org/guide/pine_grosbeak/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Pinicola,enucleator,"House Finch, Purple Finch, White-winged Crossbill, Evening Grosbeak"
Purple Finch,false,false,true,true,false,http://www.allaboutbirds.org/guide/purple_finch/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Haemorhous,purpureus,"Cassin's Finch, Rose-breasted Grosbeak, House Finch, Pine Grosbeak"
Cassin’s Finch,true,false,false,true,false,http://www.allaboutbirds.org/guide/cassins_finch/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Haemorhous,cassinii,"Purple Finch, House Finch, Pine Siskin"
House Finch,true,false,false,true,false,http://www.allaboutbirds.org/guide/house_finch/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Haemorhous,mexicanus,"Purple Finch, Pine Siskin, Cassin's Finch, Red Crossbill, Pine Grosbeak"
Red Crossbill,true,false,false,true,false,http://www.allaboutbirds.org/guide/red_crossbill/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Loxia,curvirostra,"Pine Siskin, White-winged Crossbill"
White-winged Crossbill,false,true,false,true,false,http://www.allaboutbirds.org/guide/whitewinged_crossbill/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Loxia,leucoptera,""
Common Redpoll,false,false,true,true,false,http://www.allaboutbirds.org/guide/common_redpoll/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Acanthis,flammea,"Hoary Redpoll, Pine Siskin, House Finch, Purple Finch, American Goldfinch"
Hoary Redpoll,false,false,true,true,false,http://www.allaboutbirds.org/guide/hoary_redpoll/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Acanthis,hornemanni,""
Pine Siskin,true,false,false,true,false,http://www.allaboutbirds.org/guide/pine_siskin/id,Perching Birds,PASSERIFORMES,FRINGILLIDAE,Spinus,pinus,"House Finch, Common Redpoll, Yellow-rumped Warbler, American Goldfinch"
