common_name,breeding_verified,breeding_indirect,transient,winter_verified,winter_present,aab_url,order_desc,order,family,genus,species,similar_species
Greater White-fronted Goose,false,false,true,false,true,http://www.allaboutbirds.org/guide/greater_whitefronted_goose/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anser,albifrons,""
Snow Goose,false,false,true,false,true,http://www.allaboutbirds.org/guide/snow_goose/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Chen,caerulescens,"Ross's Goose, Mute Swan, Trumpeter Swan"
Ross’s Goose,false,false,true,false,true,http://www.allaboutbirds.org/guide/rosss_goose/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Chen,rossii,""
Cackling Goose,false,false,true,true,false,http://www.allaboutbirds.org/guide/cackling_goose/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Branta,hutchinsii,""
Canada Goose,true,false,false,true,false,http://www.allaboutbirds.org/guide/canada_goose/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Branta,canadensis,"Cackling Goose, Brant, Snow Goose"
Brant,false,false,true,false,false,http://www.allaboutbirds.org/guide/brant/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Branta,bernicla,""
Mute Swan,true,false,false,true,false,http://www.allaboutbirds.org/guide/mute_swan/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Cygnus,olor,"Tundra Swan, Trumpeter Swan, Snow Goose, American White Pelican"
Trumpeter Swan,true,false,false,true,false,http://www.allaboutbirds.org/guide/trumpeter_swan/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Cygnus,buccinator,"Tundra Swan, Mute Swan"
Tundra Swan,false,false,true,true,false,http://www.allaboutbirds.org/guide/tundra_swan/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Cygnus,columbianus,"Mute Swan, Trumpeter Swan, Snow Goose, American White Pelican"
Wood Duck,true,false,false,true,false,http://www.allaboutbirds.org/guide/wood_duck/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Aix,sponsa,"Hooded Merganser, Green-winged Teal, Mallard"
Gadwall,true,false,false,true,false,http://www.allaboutbirds.org/guide/gadwall/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,strepera,"Mallard, Blue-winged Teal, Green-winged Teal, American Wigeon"
Eurasian Wigeon,false,false,true,false,true,http://www.allaboutbirds.org/guide/eurasian_wigeon/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,penelope,American Wigeon
American Wigeon,true,false,false,true,false,http://www.allaboutbirds.org/guide/american_wigeon/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,americana,Eurasian Wigeon
American Black Duck,false,false,true,false,true,http://www.allaboutbirds.org/guide/american_black_duck/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,rubripes,"Mallard, Mottled Duck, Gadwall"
Mallard,true,false,false,true,false,http://www.allaboutbirds.org/guide/mallard/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,platyrhynchos,"American Black Duck, Mottled Duck, Gadwall, Northern Shoveler, Red-breasted Merganser"
Blue-winged Teal,true,false,false,false,true,http://www.allaboutbirds.org/guide/bluewinged_teal/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,discors,"Green-winged Teal, Cinnamon Teal"
Cinnamon Teal,true,false,false,true,false,http://www.allaboutbirds.org/guide/cinnamon_teal/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,cyanoptera,"Ruddy Duck, Blue-winged Teal, Green-winged Teal"
Northern Shoveler,true,false,false,true,false,http://www.allaboutbirds.org/guide/northern_shoveler/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,clypeata,""
Northern Pintail,true,false,false,true,false,http://www.allaboutbirds.org/guide/northern_pintail/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,acuta,""
Garganey,false,false,true,false,false,http://www.allaboutbirds.org/guide/garganey/id,,,,,,""
Green-winged Teal,true,false,false,true,false,http://www.allaboutbirds.org/guide/greenwinged_teal/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Anas,crecca,Blue-winged Teal
Canvasback,true,false,false,true,false,http://www.allaboutbirds.org/guide/canvasback/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Aythya,valisineria,""
Redhead,true,false,false,true,false,http://www.allaboutbirds.org/guide/redhead/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Aythya,americana,""
Ring-necked Duck,true,false,false,true,false,http://www.allaboutbirds.org/guide/ringnecked_duck/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Aythya,collaris,"Lesser Scaup, Greater Scaup, Redhead"
Tufted Duck,false,false,true,false,false,http://www.allaboutbirds.org/guide/tufted_duck/id,,,,,,""
Greater Scaup,false,false,true,true,false,http://www.allaboutbirds.org/guide/greater_scaup/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Aythya,marila,""
Lesser Scaup,true,false,false,true,false,http://www.allaboutbirds.org/guide/lesser_scaup/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Aythya,affinis,"Greater Scaup, Ring-necked Duck"
Harlequin Duck,true,false,false,true,false,http://www.allaboutbirds.org/guide/harlequin_duck/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Histrionicus,histrionicus,""
Surf Scoter,false,false,true,false,true,http://www.allaboutbirds.org/guide/surf_scoter/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Melanitta,perspicillata,""
White-winged Scoter,false,false,true,false,true,http://www.allaboutbirds.org/guide/whitewinged_scoter/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Melanitta,fusca,""
Black Scoter,false,false,true,false,true,http://www.allaboutbirds.org/guide/black_scoter/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Melanitta,americana,""
Long-tailed Duck,false,false,true,true,false,http://www.allaboutbirds.org/guide/longtailed_duck/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Clangula,hyemalis,""
Bufflehead,true,false,false,true,false,http://www.allaboutbirds.org/guide/bufflehead/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Bucephala,albeola,"Common Goldeneye, Barrow's Goldeneye, Hooded Merganser, Harlequin Duck, Ruddy Duck"
Common Goldeneye,true,false,false,true,false,http://www.allaboutbirds.org/guide/common_goldeneye/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Bucephala,clangula,"Barrow's Goldeneye, Bufflehead"
Barrow’s Goldeneye,true,false,false,true,false,http://www.allaboutbirds.org/guide/barrows_goldeneye/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Bucephala,islandica,""
Hooded Merganser,true,false,false,true,false,http://www.allaboutbirds.org/guide/hooded_merganser/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Lophodytes,cucullatus,"Bufflehead, Common Merganser, Red-breasted Merganser"
Common Merganser,true,false,false,true,false,http://www.allaboutbirds.org/guide/common_merganser/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Mergus,merganser,"Red-breasted Merganser, Common Loon, Mallard"
Red-breasted Merganser,false,false,true,true,false,http://www.allaboutbirds.org/guide/redbreasted_merganser/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Mergus,serrator,""
Ruddy Duck,true,false,false,true,false,http://www.allaboutbirds.org/guide/ruddy_duck/id,"Ducks, Geese, and Swans",ANSERIFORMES,ANATIDAE,Oxyura,jamaicensis,Black Scoter
Chukar,true,false,false,true,false,http://www.allaboutbirds.org/guide/chukar/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Alectoris,chukar,Gray Partridge
Gray Partridge,true,false,false,true,false,http://www.allaboutbirds.org/guide/gray_partridge/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Perdix,perdix,""
Ring-necked Pheasant,true,false,false,true,false,http://www.allaboutbirds.org/guide/ringnecked_pheasant/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Phasianus,colchicus,"Sharp-tailed Grouse, Ruffed Grouse"
Ruffed Grouse,true,false,false,true,false,http://www.allaboutbirds.org/guide/ruffed_grouse/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Bonasa,umbellus,"Spruce Grouse, Sharp-tailed Grouse, Ring-necked Pheasant"
Greater Sage-Grouse,true,false,false,true,false,http://www.allaboutbirds.org/guide/greater_sagegrouse/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Centrocercus,urophasianus,""
Spruce Grouse,true,false,false,true,false,http://www.allaboutbirds.org/guide/spruce_grouse/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Falcipennis,canadensis,""
Willow Ptarmigan,false,false,false,false,true,http://www.allaboutbirds.org/guide/willow_ptarmigan/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Lagopus,lagopus,""
White-tailed Ptarmigan,true,false,false,true,false,http://www.allaboutbirds.org/guide/whitetailed_ptarmigan/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Lagopus,leucura,""
Dusky Grouse,true,false,false,true,false,http://www.allaboutbirds.org/guide/dusky_grouse/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Dendragapus,obscurus,""
Sharp-tailed Grouse,true,false,false,true,false,http://www.allaboutbirds.org/guide/sharptailed_grouse/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Tympanuchus,phasianellus,""
Greater Prairie-Chicken,false,true,false,false,false,http://www.allaboutbirds.org/guide/greater_prairiechicken/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Tympanuchus,cupido,""
Wild Turkey,true,false,false,true,false,http://www.allaboutbirds.org/guide/wild_turkey/id,"Grouse, Quail, and Allies",GALLIFORMES,PHASIANIDAE,Meleagris,gallopavo,"Dusky Grouse, Sooty Grouse, Ruffed Grouse, Greater Sage-Grouse"
Red-throated Loon,false,false,true,false,false,http://www.allaboutbirds.org/guide/redthroated_loon/id,Loons,GAVIIFORMES,GAVIIDAE,Gavia,stellata,""
Pacific Loon,false,false,true,false,true,http://www.allaboutbirds.org/guide/pacific_loon/id,Loons,GAVIIFORMES,GAVIIDAE,Gavia,pacifica,""
Common Loon,true,false,false,true,false,http://www.allaboutbirds.org/guide/common_loon/id,Loons,GAVIIFORMES,GAVIIDAE,Gavia,immer,"Red-throated Loon, Pacific Loon, Double-crested Cormorant"
Yellow-billed Loon,false,false,true,false,true,http://www.allaboutbirds.org/guide/yellowbilled_loon/id,,,,,,""
Pied-billed Grebe,true,false,false,true,false,http://www.allaboutbirds.org/guide/piedbilled_grebe/id,Grebes,PODICIPEDIFORMES,PODICIPEDIDAE,Podilymbus,podiceps,""
Horned Grebe,true,false,false,true,false,http://www.allaboutbirds.org/guide/horned_grebe/id,Grebes,PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps,auritus,Eared Grebe
Red-necked Grebe,true,false,false,true,false,http://www.allaboutbirds.org/guide/rednecked_grebe/id,Grebes,PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps,grisegena,""
Eared Grebe,true,false,false,true,false,http://www.allaboutbirds.org/guide/eared_grebe/id,Grebes,PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps,nigricollis,Horned Grebe
Western Grebe,true,false,false,true,false,http://www.allaboutbirds.org/guide/western_grebe/id,Grebes,PODICIPEDIFORMES,PODICIPEDIDAE,Aechmophorus,occidentalis,""
Clark’s Grebe,true,false,false,false,false,http://www.allaboutbirds.org/guide/clarks_grebe/id,Grebes,PODICIPEDIFORMES,PODICIPEDIDAE,Aechmophorus,clarkii,""
Manx Shearwater,false,false,true,false,false,http://www.allaboutbirds.org/guide/manx_shearwater/id,,,,,,""
Wood Stork,false,false,true,false,false,http://www.allaboutbirds.org/guide/wood_stork/id,Storks,CICONIIFORMES,CICONIIDAE,Mycteria,americana,""
Double-crested Cormorant,true,false,false,false,true,http://www.allaboutbirds.org/guide/doublecrested_cormorant/id,"Frigatebirds, Boobies, Cormorants, Darters, and Allies",SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,auritus,"Neotropic Cormorant, Great Cormorant, Brandt's Cormorant, Pelagic Cormorant"
American White Pelican,true,false,false,false,true,http://www.allaboutbirds.org/guide/american_white_pelican/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,PELECANIDAE,Pelecanus,erythrorhynchos,""
American Bittern,true,false,false,false,true,http://www.allaboutbirds.org/guide/american_bittern/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Botaurus,lentiginosus,""
Least Bittern,false,false,true,false,false,http://www.allaboutbirds.org/guide/least_bittern/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Ixobrychus,exilis,""
Great Blue Heron,true,false,false,true,false,http://www.allaboutbirds.org/guide/great_blue_heron/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Ardea,herodias,"Sandhill Crane, Great Egret, Little Blue Heron, Tricolored Heron"
Great Egret,false,false,true,false,false,http://www.allaboutbirds.org/guide/great_egret/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Ardea,alba,"Great Blue Heron, Snowy Egret, Cattle Egret, Little Blue Heron, Reddish Egret"
Snowy Egret,true,false,false,false,false,http://www.allaboutbirds.org/guide/snowy_egret/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Egretta,thula,""
Little Blue Heron,false,false,true,false,false,http://www.allaboutbirds.org/guide/little_blue_heron/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Egretta,caerulea,"Tricolored Heron, Reddish Egret, Snowy Egret, Great Egret, Great Blue Heron, Cattle Egret"
Cattle Egret,false,false,true,false,false,http://www.allaboutbirds.org/guide/cattle_egret/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Bubulcus,ibis,Great Egret
Green Heron,false,false,true,false,false,http://www.allaboutbirds.org/guide/green_heron/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Butorides,virescens,"Least Bittern, Yellow-crowned Night-Heron, Black-crowned Night-Heron, Little Blue Heron, American Bittern"
Black-crowned Night-Heron,true,false,false,false,false,http://www.allaboutbirds.org/guide/blackcrowned_nightheron/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Nycticorax,nycticorax,"Yellow-crowned Night-Heron, American Bittern, Green Heron"
Yellow-crowned Night-Heron,false,false,true,false,false,http://www.allaboutbirds.org/guide/yellowcrowned_nightheron/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,ARDEIDAE,Nyctanassa,violacea,"Black-crowned Night-Heron, American Bittern"
Glossy Ibis,false,false,true,false,false,http://www.allaboutbirds.org/guide/glossy_ibis/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,falcinellus,""
White-faced Ibis,true,false,false,false,false,http://www.allaboutbirds.org/guide/whitefaced_ibis/id,"Pelicans, Herons, Ibises, and Allies",PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,chihi,""
Turkey Vulture,true,false,false,false,true,http://www.allaboutbirds.org/guide/turkey_vulture/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,CATHARTIDAE,Cathartes,aura,"Black Vulture, Zone-tailed Hawk, Golden Eagle, Red-tailed Hawk"
Osprey,true,false,false,false,true,http://www.allaboutbirds.org/guide/osprey/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,PANDIONIDAE,Pandion,haliaetus,"Bald Eagle, Red-tailed Hawk, Turkey Vulture"
White-tailed Kite,false,false,true,false,false,http://www.allaboutbirds.org/guide/whitetailed_kite/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Elanus,leucurus,Mississippi Kite
Mississippi Kite,false,false,true,false,false,http://www.allaboutbirds.org/guide/mississippi_kite/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Ictinia,mississippiensis,White-tailed Kite
Bald Eagle,true,false,false,true,false,http://www.allaboutbirds.org/guide/bald_eagle/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus,leucocephalus,"Golden Eagle, Red-tailed Hawk, Turkey Vulture, Black Vulture"
Northern Harrier,true,false,false,true,false,http://www.allaboutbirds.org/guide/northern_harrier/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Circus,cyaneus,"Rough-legged Hawk, Short-eared Owl, Cooper's Hawk"
Sharp-shinned Hawk,true,false,false,true,false,http://www.allaboutbirds.org/guide/sharpshinned_hawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,striatus,"Cooper's Hawk, Merlin"
Cooper’s Hawk,true,false,false,true,false,http://www.allaboutbirds.org/guide/coopers_hawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,cooperii,"Sharp-shinned Hawk, Red-tailed Hawk, Northern Goshawk, Northern Harrier, Merlin, Peregrine Falcon, Red-shouldered Hawk, Broad-winged Hawk"
Northern Goshawk,true,false,false,true,false,http://www.allaboutbirds.org/guide/northern_goshawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,gentilis,Gyrfalcon
Red-shouldered Hawk,false,false,true,false,false,http://www.allaboutbirds.org/guide/redshouldered_hawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,lineatus,"Red-tailed Hawk, Broad-winged Hawk, Cooper's Hawk, Sharp-shinned Hawk"
Broad-winged Hawk,false,false,true,false,false,http://www.allaboutbirds.org/guide/broadwinged_hawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,platypterus,""
Swainson’s Hawk,true,false,false,false,true,http://www.allaboutbirds.org/guide/swainsons_hawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,swainsoni,"White-tailed Hawk, Red-tailed Hawk, Rough-legged Hawk, Ferruginous Hawk"
Red-tailed Hawk,true,false,false,true,false,http://www.allaboutbirds.org/guide/redtailed_hawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,jamaicensis,"Red-shouldered Hawk, Swainson's Hawk, Cooper's Hawk, Rough-legged Hawk, Ferruginous Hawk, Broad-winged Hawk, Northern Goshawk, Northern Harrier"
Ferruginous Hawk,true,false,false,true,false,http://www.allaboutbirds.org/guide/ferruginous_hawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,regalis,"Red-tailed Hawk, Rough-legged Hawk"
Rough-legged Hawk,false,false,true,true,false,http://www.allaboutbirds.org/guide/roughlegged_hawk/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,lagopus,""
Golden Eagle,true,false,false,true,false,http://www.allaboutbirds.org/guide/golden_eagle/id,"Hawks, Kites, Eagles, and Allies",ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,chrysaetos,"Ferruginous Hawk, Turkey Vulture, Bald Eagle"
Crested Caracara,false,false,true,false,false,http://www.allaboutbirds.org/guide/crested_caracara/id,Caracaras and Falcons,FALCONIFORMES,FALCONIDAE,Caracara,cheriway,""
American Kestrel,true,false,false,true,false,http://www.allaboutbirds.org/guide/american_kestrel/id,Caracaras and Falcons,FALCONIFORMES,FALCONIDAE,Falco,sparverius,"Sharp-shinned Hawk, Merlin"
Merlin,true,false,false,true,false,http://www.allaboutbirds.org/guide/merlin/id,Caracaras and Falcons,FALCONIFORMES,FALCONIDAE,Falco,columbarius,"American Kestrel, Prairie Falcon, Sharp-shinned Hawk"
Gyrfalcon,false,false,true,true,false,http://www.allaboutbirds.org/guide/gyrfalcon/id,Caracaras and Falcons,FALCONIFORMES,FALCONIDAE,Falco,rusticolus,"Peregrine Falcon, Prairie Falcon"
Peregrine Falcon,true,false,false,true,false,http://www.allaboutbirds.org/guide/peregrine_falcon/id,Caracaras and Falcons,FALCONIFORMES,FALCONIDAE,Falco,peregrinus,"Gyrfalcon, Prairie Falcon, American Kestrel, Merlin"
Prairie Falcon,true,false,false,true,false,http://www.allaboutbirds.org/guide/prairie_falcon/id,Caracaras and Falcons,FALCONIFORMES,FALCONIDAE,Falco,mexicanus,""
Yellow Rail,false,true,false,false,false,http://www.allaboutbirds.org/guide/yellow_rail/id,Cranes and Rails,GRUIFORMES,RALLIDAE,Coturnicops,noveboracensis,""
Virginia Rail,true,false,false,true,false,http://www.allaboutbirds.org/guide/virginia_rail/id,Cranes and Rails,GRUIFORMES,RALLIDAE,Rallus,limicola,""
Sora,true,false,false,false,true,http://www.allaboutbirds.org/guide/sora/id,Cranes and Rails,GRUIFORMES,RALLIDAE,Porzana,carolina,""
Common Gallinule,false,false,true,false,false,http://www.allaboutbirds.org/guide/common_gallinule/id,Cranes and Rails,GRUIFORMES,RALLIDAE,Gallinula,galeata,"Purple Gallinule, American Coot"
American Coot,true,false,false,true,false,http://www.allaboutbirds.org/guide/american_coot/id,Cranes and Rails,GRUIFORMES,RALLIDAE,Fulica,americana,"Common Gallinule, Purple Gallinule, Pied-billed Grebe"
Sandhill Crane,true,false,false,true,false,http://www.allaboutbirds.org/guide/sandhill_crane/id,Cranes and Rails,GRUIFORMES,GRUIDAE,Grus,canadensis,"Great Blue Heron, Whooping Crane"
Whooping Crane,false,false,true,false,false,http://www.allaboutbirds.org/guide/whooping_crane/id,Cranes and Rails,GRUIFORMES,GRUIDAE,Grus,americana,"Sandhill Crane, Great Egret, American White Pelican, Snow Goose"
Black-bellied Plover,false,false,true,false,false,http://www.allaboutbirds.org/guide/blackbellied_plover/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,CHARADRIIDAE,Pluvialis,squatarola,"American Golden-Plover, Pacific Golden-Plover"
American Golden-Plover,false,false,true,false,false,http://www.allaboutbirds.org/guide/american_goldenplover/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,CHARADRIIDAE,Pluvialis,dominica,""
Snowy Plover,false,true,false,false,false,http://www.allaboutbirds.org/guide/snowy_plover/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,CHARADRIIDAE,Charadrius,nivosus,""
Semipalmated Plover,false,false,true,false,false,http://www.allaboutbirds.org/guide/semipalmated_plover/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,CHARADRIIDAE,Charadrius,semipalmatus,""
Piping Plover,true,false,false,false,false,http://www.allaboutbirds.org/guide/piping_plover/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,CHARADRIIDAE,Charadrius,melodus,""
Killdeer,true,false,false,true,false,http://www.allaboutbirds.org/guide/killdeer/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,CHARADRIIDAE,Charadrius,vociferus,"Wilson's Plover, Semipalmated Plover, Snowy Plover, Ruddy Turnstone, Piping Plover"
Mountain Plover,true,false,false,false,false,http://www.allaboutbirds.org/guide/mountain_plover/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,CHARADRIIDAE,Charadrius,montanus,""
Black-necked Stilt,true,false,false,false,false,http://www.allaboutbirds.org/guide/blacknecked_stilt/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,mexicanus,American Avocet
American Avocet,true,false,false,false,false,http://www.allaboutbirds.org/guide/american_avocet/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,americana,"Black-necked Stilt, Hudsonian Godwit"
Spotted Sandpiper,true,false,false,false,true,http://www.allaboutbirds.org/guide/spotted_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Actitis,macularius,"Solitary Sandpiper, Wandering Tattler, Lesser Yellowlegs"
Solitary Sandpiper,false,true,false,false,false,http://www.allaboutbirds.org/guide/solitary_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Tringa,solitaria,""
Greater Yellowlegs,false,false,true,false,true,http://www.allaboutbirds.org/guide/greater_yellowlegs/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Tringa,melanoleuca,""
Willet,true,false,false,false,false,http://www.allaboutbirds.org/guide/willet/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Tringa,semipalmata,"Greater Yellowlegs, Wandering Tattler, Long-billed Dowitcher, Marbled Godwit, American Avocet"
Lesser Yellowlegs,false,false,true,false,false,http://www.allaboutbirds.org/guide/lesser_yellowlegs/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Tringa,flavipes,""
Upland Sandpiper,true,false,false,false,false,http://www.allaboutbirds.org/guide/upland_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Bartramia,longicauda,""
Whimbrel,false,false,true,false,false,http://www.allaboutbirds.org/guide/whimbrel/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Numenius,phaeopus,""
Long-billed Curlew,true,false,false,false,false,http://www.allaboutbirds.org/guide/longbilled_curlew/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Numenius,americanus,""
Hudsonian Godwit,false,false,true,false,false,http://www.allaboutbirds.org/guide/hudsonian_godwit/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Limosa,haemastica,""
Marbled Godwit,true,false,false,false,false,http://www.allaboutbirds.org/guide/marbled_godwit/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Limosa,fedoa,""
Ruddy Turnstone,false,false,true,false,false,http://www.allaboutbirds.org/guide/ruddy_turnstone/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,interpres,""
Black Turnstone,false,false,true,false,false,http://www.allaboutbirds.org/guide/black_turnstone/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,melanocephala,Ruddy Turnstone
Red Knot,false,false,true,false,false,http://www.allaboutbirds.org/guide/red_knot/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,canutus,""
Sanderling,false,false,true,false,false,http://www.allaboutbirds.org/guide/sanderling/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alba,"Semipalmated Sandpiper, Dunlin, White-rumped Sandpiper"
Semipalmated Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/semipalmated_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pusilla,""
Western Sandpiper,false,false,true,false,false,http://www.allaboutbirds.org/guide/western_sandpiper/id,"Plovers, Sandpipers, and Allies",CHARADRIIFORMES,SCOLOPACIDAE,Calidris,mauri,""
